,text,sentiment
1611,indah nyaman ramah staf dan akan rekomendasi tempat ini ke teman teman,positive
1612,ingin kembali ke sana lagi tempat yang bagus,positive
1613,ingin kembali menginap disini suasananya membuat nyaman,positive
1614,ingin menginap lagi bersama keluarga untuk menikmati fasilitas westlake,positive
1615,ini adalah hotel yang besar dengan pemandangan yang menakjubkan dan getaran yang bagus,positive
1616,ini adalah sebuah hotel yang besar pasti akan tinggal di sini lagi ketika mengunjungi yogya,positive
1617,ini adalah sebuah hotel hotel sangat cukup dan baik lingkungan yang dirancang,positive
1618,ini adalah tempat yang bagus untuk mengisi ulang energi keluarga,positive
1619,ini adalah tempat yang bagus untuk tinggal lokasi juga romantis kita bisa melakukan banyak aktivitas sambil menginap di sini,positive
1620,ini adalah tinggal yang berbeda sebuah hotel bagus sekitarnya besar bagi siapa pun untuk memiliki joging dengan pemandangan indah sangat tenang makanan enak,positive
1621,ini benar benar fantastis untuk tinggal di sini pemandangan benar benar menakjubkan,positive
1622,ini damai dan santai dengan lingkungan alam,positive
1623,ini direkomendasikan hotel pemandangan indah anak anak saya menikmati tapi wifi sangat buruk saya tidak bisa menggunakannya saya telah menelepon operator tetapi mereka tidak ditangani resepsionis dan perjamuan tidak memiliki pernyataan yang sama tentang sarapan tambahan,positive
1624,ini kali ke kesini anak anak tiap kesini pasti senang karena tempatnya asyik banget secara keseluruhan bagus tingkatkan terus ya,positive
1625,ini kali kedua saya dan keluarga menginap di hotel ini akomodasi yang sangat baik untuk keluarga saya menginap malam di family room king bed dan single bed kamar cukup luas tv banyak chanel untuk anak jadi aman kamar mandi ok tempat tidurnya nyaman banget dan yang jadi juara adalah kolam ikan di teras favorit anak saya disediakan makanan ikan di mini bar yang cukup masuk akal harganya sarapan ok lah cukup bervariasi kopinya enak lokasi hotel lumayan jauh ya dari pusat kota menitan lah kalau tidak padat activity di hotel cukup asyik buat anak bisa sewa sepeda dan naik kapal keliling danau kolam renang tidak terlalu besar tapi asyik sih pemandangan nya langsung danau ruang gantinya mantap recommended banget buat family anak saya tidak mau menginap di hotel lain kalau kita ke yogya,positive
1626,walaupun masih soft opening tapi pelayanannya sudah da bomb cuma kalo berdasarkan pengalaman aku nginep di executive room pasti ada hair dryernya ketawa semoga soon dilengkapi fasilitasnya ya dan saya appreciated semua pegawainya yang ramah ramah,positive
1627,itu adalah hari libur pendek yang luar biasa dengan istri saya terima kasih untuk perhotelan kami akan datang kembali,positive
1628,itu adalah malam yang indah mendapat diskon pada hari yang sama saya memesan layanan sempurna dan pemandangan danau yang menakjubkan saya pasti akan menghabiskan waktu lain di sini dengan keluarga saya,positive
1629,itu adalah sebuah hotel yang benar benar baik tempatnya sangat santai,positive
1630,itu bagus anak anak sangat suka memberi makan ikan tapi kita harus membeli pallet ikan terlebih dahulu akan lebih bagus lagi jika mereka memberikannya,positive
1631,fantastis liburan di westlake keramahan yang besar besar dan kenyamanan kamar rasa besar makanan dan fasilitas untuk anak anak sangat dianjurkan untuk tinggal lama,positive
1632,itu hari yang menakjubkan selama kami berada di sana tempat yang sangat romantis untuk liburan romantis kami kami benar benar yakin ingin kembali ke hotel ini,positive
1633,itu tempat yang bagus begitu segar dan setiap hal terlihat baik dan semua orang ramah untuk orang lain hotel ini benar benar direkomendasikan untuk anda yang ingin menikmati hotel dengan udara segar,positive
1634,tempat yang bagus untuk tinggal pemandangan yang indah,positive
1635,jadi kemarin saya pesan kamar untuk orang tua satu lagi untuk saya dan suami yang kamar buat saya saya request set bulan madu eh sama the westlake di gratiskan malah ada kejutan juga saya dan suami dapat kue senang hooneymoon dari westlake terimakasih keluarga saya juga betah menginap disini ini kali ke saya menginap di westlake pelayanan oke nyaman dan ramah ramah karyawannya kalau ke jogja lagi pasti westlake lagi,positive
1636,kalau anak senang berenang ini salah satu hotel yang airnya tidak dingin banyak hotel di jogja kolam nya dingin banget memberi makan ikan dari kamar naik perahu sama tukang sate ada sewaan sepeda anak saya yang sudah bisa sepeda dan yang roda bisa sama senang lokasi memang bukan dikota tapi makan siang di restoran seafood di sebelah hotel ini ramai terus dan rasanya ok lah jadi kalau maen ke kota cukup malam hari saja,positive
1637,kalau bisa fasilitas perahu yang keliling kamar gratis dong,positive
1638,kalau ke jogja akan menginap disana lagi terutama untuk refresing benar segar,positive
1639,kalau liburan di jogja pasti balik lagi kesini pasti,positive
1640,kalau untuk suasana sih oke banget tenang dan nyaman,positive
1641,kamar bagus luas bersih nyaman pemandangan danau ok proses check in check out yang mudah dan ramah secara keseluruhan nyaman dan pelayanan memuaskan pasti balik lagi kesini terimakasih westlake,positive
1642,kamar bersih dan bagus pelayanan bagus dan cepat sangat cocok untuk beristirahat,positive
1643,kamar bersih dan pelayannya ramah ramah,positive
1644,kamar bersih nyaman untuk sarapan hari dan hari sama menu nya,positive
1645,kamar dan hotelnya sangat bagus betul betul nyaman mewah dan bersih pelayanan hotel sangat bagus dan memuaskan,positive
1646,kamar dan kamar mandi sangat bersih luas pelayanannya ramah dan memuaskan,positive
1647,kamar hotelnya nyaman pelayanan hotel juga bagus makanan enak,positive
1648,kamar luas dan nyaman dengan pemandangan yang sangat menarik cocok untuk bermalam bersama keluarga,positive
1649,kamar luas makanan enak dan yang paling mengesankan paket surprised bulan madu dari suami mengena banget sampai di acara makan malamnya ingin balik lagi sewaktu saat nanti,positive
1650,kamar nya bagus pemandangan nya keren membuat betah disini,positive
1651,kamar nyaman pemandangan sangat bagus pengunjung bisa naik boat keliling danau dengan membayar ribu,positive
1652,kamar sama persis dengan apa yang ditampilkan di aplikasi kamar bersih dengan colokan listrik cukup banyak dan fasilitasnya cun cukup memuaskan sesuai dengan apa yang disampaikan di aplikasi,positive
1653,kamar sangat luas kami tinggal di ruang keluarga yang memiliki teras dengan pemandangan kolam ikan pemandangannya sangat indah dan anda bisa mencium kedamaian di sini staf ramah baik dan bermanfaat resepsionis telah lebih baik saya membawa kedua balita saya dan jika anda tinggal di hotel ini anak anak anda dapat memiliki aktivitas di dalam ruangan ya mereka bisa memberi makan ikannya hotel menyediakan makanan ikan dan hanya dikenakan biaya rp pak semuanya sempurna untuk saya dan keluarga,positive
1654,kamar sangat nyaman dan bersih pelayanan ramah menu sarapan sangat variatif dan rasanya enak ada pemandangan danau dan fasilitas perahu yang bisa memutari danau taman asri dan lingkungan hotel sangat nyaman untuk berjalan pagi dan bersepeda tempat parkir luas kolam renang nyaman dan ramah anak sangat puas menginap disini,positive
1655,kamar sesuai dengan di foto pelayanan stafnya sangat baik dan mau membantu kesulitan kami suasana lingkungan kamar mengasyikkan karena menyatu dengan alam,positive
1656,kamar sesuai dengan yang kami pesan pelayanannya juga sangat baik dan rasa untuk sarapanya juga sangat enak pasti akan datang kembali,positive
1657,kamar sesuai di foto nyaman cuma untuk transportasi agak sulit karena mobil harus parkir di depan,positive
1658,kamar yang bagus pemandangan indah konsep besar dalam hal lansekap dan layanan staf yang sangat membantu sangat direkomendasikan,positive
1659,kamar yang cukup luas dengan pemandangan yang indah,positive
1660,kamar yang luas nyaman dan di atas danau dengan ikan dan kelinci,positive
1661,kamar yang luas cinta kolam di kamarku kamar mandi sangat bagus lingkungan besar dan banyak hijau,positive
1662,kamar yang nyaman dan suasana tempatnya sangat bagus untuk beristirahat,positive
1663,kamarnya luas bersih sarapannya juga enak,positive
1664,kamarnya luas pemandangan ke danaunya bagus dan balkon kolam ikannya bisa buat anak senang kolam renangnya bersih pemandangan nya bagus makanannya menunya banyak dan enak lokasi agak jauh dari pusat kota,positive
1665,kamarnya luas pemandangannya keren cocok banget buat liburan keluarga,positive
1666,kamarnya nyaman bersih dan pelayanannya memuaskan hanya penerangan kamarnya sedikit kurang terang,positive
1667,kamarnya nyaman dan pemandangan dari kamar bagus sekali,positive
1668,kamarnya nyaman bersih adem dan suasananya enak pokoknya semuanya baik dan bagus kami puas,positive
1669,kamarnya nyaman pemandangan natural fasilitas ok dan menu sarapan variatif,positive
1670,kamarnya sangat bagus dan bersih pelayannya ramah keren dan recommended,positive
1671,kamarnya sanggat luas pelayanan memuaskan dan ramah sangat mengesankan,positive
1672,kami kaget ketika mereka memberi kami kamar dengan satu tempat tidur bukannya ruang keluarga kami memesan tampaknya tidak ada comunication antara traveloka dan hotel tapi kemudian mereka memberi kami satu lagi tidur welcome kue dan minuman yang baik sangat dekat dengan westlike restoran ada kolam renang untuk anak anak ada jalur sepeda tetapi tidak ada sepeda untuk anak anak,positive
1673,kami membuat keputusan menit terakhir untuk tinggal di yogya dan diperkenalkan ke westlake yang kebetulan merupakan keputusan besar hotel ini sangat menakjubkan,positive
1674,kami memesan family room di the westlake kamar besar bersih membuat kami betah dan nyaman sekali ditambah suasananya yang tenang sejuk dan private makan pagi enak ada kue minuman dan makanan tradisonal juga petugas hotel juga sangat ramah dan siap menjemput kami karena untuk ke kamar kita diantar dengan mobil golf terimakasih mas briand dan untuk yang senang foto disini sangat banyak spot fotonya,positive
1675,kami memiliki pengalaman yang menyenangkan di westlake cinta ruangannya suasana makanan dan kolam renang benar benar santai dan cukup setiap kamar memiliki privasi sendiri dan semua properti terpelihara dengan baik cocok untuk liburan romantis atau keluarga kami akan kembali lagi,positive
1676,kami menginap di hotel ini segala sesuatu yang bagus kami biasanya tinggal di variabel hotel bintang dan ini adalah hotel favorit kami di jogja sejauh ini suka sangat dianjurkan,positive
1677,kami menyukai pemandangan tempat terbaik untuk liburan keluarga,positive
1678,kami sangat menikmati hotel sangat alami bersih dan nyaman,positive
1679,kami sangat senang disini hotel ini sangat dianjurkan aku akan kembali,positive
1680,kami sebagai tamu di the westlake merasa sangat dimanjakan dengan fasilitas dan pelayanan yang diberikan oleh pihak hotel terima kasih westlake sudah membuat liburan kami mengesankan,positive
1681,kami tinggal di sini hanya untuk hari tapi kami memiliki momen dan pengalaman yang hebat desain hotelnya sangat unik stafnya mengagumkan kolam renang besar,positive
1682,kebersihan area hotel luar biasa seluruh staf ramah banget tapi sayang gagal diner karena bertepatan dengan acara event di area makanan yang disajikan juga lumayan,positive
1683,kedua kali menginap disini dengan suami semua tetap ok,positive
1684,kedua kalinya menginap bersama keluarga disini dan kesannya masih sama luar biasa,positive
1685,kedua kalinya menginap di westlake tempat yang nyaman tenang jauh dari keramaian dan suasana alamnya membuat ingin menginap di sana lagi sarapannya banyak pilihan free diantar dengan golfcar ke kamar swimming kolam renang menghadap ke danau plus ada persewaan sepedanya juga selalu memilih kamar dengan pemandangan waterfall di luar kamar tempat recommended untuk tinggal,positive
1686,kedua kalinya menginap disini pertama menginap memang sudah ingin diperpanjang cuma karena niatnya juga mau coba hotel lain jadi terpaksa cari hotel lain tapi karena suasananya yang bener enak akhirnya hari terakhir balik lagi menginap disini puas banget pokoknya,positive
1687,kemarin menginap di family room kamarnya bagus luas di teras belakang ada kolam dan banyak ikannya sarapan ok suasana ok cocok bagi yang ingin berlibur dan butuh sedikit ketenangan secara keseluruhan ok,positive
1688,keramahan pelayanan dan fasilitas sangat memuaskan kebersihan dan kerapihan secara keseluruhan sangat nyaman suasana yang dihadirkan juga menyenangkan,positive
1689,keren abnget tidak menyesal deh di tempat itu sukses terus ya buat westlake kalau tidak harga promo jangan mahal ya tertawa,positive
1690,keren banget semoga harga terus bertahan diangka itu ya lokasi oke lah agak lumayan terutama yang tidak bawa kendaraan pribadi selebihnya seperti kamar makanan pemandangan pelayanan kebersihan sangat baik,positive
1691,keren banget tempatnya oke gila tenang tentram pelayanan yang sempurna bersih banget ikannya banyak danau bersih bagus banget deh pokoknya recommended dengan harga segitu dapat tempat penginapan yang keren huhu kita menginap di premier room lake pemandangan,positive
1692,keren tempatnya nyaman cocok banget buat liburan santai dengan anak yang masih kecil menu juga oke pelayanan juga ramah kebersihan juga top banget dan belanja baju batik di restonya ternyata lebih murah,positive
1693,keren tempatnya dan bersih makanannya lumayan,positive
1694,keren asri bersih pemandangannya menakjubkan apalagi kalau sore ada tukang sate naik perahu keliling danau,positive
1695,keren hotelnya bagus dan fasilitasnya ok bakalan balik lagi ke hotel ini,positive
1696,keren nyaman ramah sarapannya pun enak enak semua,positive
1697,keren indah bagus sekali tidak mengecewakan,positive
1698,keren bagus dan have senang bersih rapi masalahnya juga enak enak recommended banget,positive
1699,keren pemandangan nya juga top banget,positive
1700,konsep alami pemandangan nya bagus makanannya enak,positive
1701,konsep hotel yang menyegarkan cocok untuk liburan bersama kekuarga mayoritas pelayan disana sangat ramah,positive
1702,konsepnya bagus banget pemandangan oke fasilitas oke banget makanan oke,positive
1703,sarapan yang lezat dengan banyak menu varian ukuran kamar daerah besar dan sangat tenang aku tinggal di ruang lihat danau dan memiliki pemandangan yang indah di pagi hari saya bisa menyewa sepeda untuk latihan pagi layanan antar jemput dari hotel ke malioboro sesuai jadwal mengambil mobil kereta dari lobi ke kamar kurang berjalan tertawa benar benar direkomendasikan,positive
1704,layanan ini sangat baik dan terasa seperti rumah,positive
1705,layanan sangat baik dan pemandangan tempat yang hebat,positive
1706,layanan terbaik makanan enak tempat yang bagus tetap mengagumkan,positive
1707,layout dan pemandangan dari kamar sangat bagus,positive
1708,lebh ditingkatkan lagi pelayanan terimakasih,positive
1709,liburan bersama anak sangat memuaskan dari segi apapun,positive
1710,liburan dalam kota rasa luar kota tempatnya nyaman untuk liburan keluarga bakal menginap lagi disana meski dalam kota semoga kualitas dan pelayanannya selalu dijaga biar nyaman terus,positive
1711,liburan semalam disini nyaman tempatnya upgrade ke premium yang lebih luas anak anak bisa main lebih leluasa keluar balkon langsung bisa liat ikan dan kasih makan untuk makan tinggal pergi ke resto pelayanan kamar cukup memuaskan mungkin pemilihan jenis keramik nya yang terkesan kotor karena banyak coklat nya seperti noda dilantai,positive
1712,liburan terbaik pernah saya sudah rekomendasi hotel ini kepada semua teman saya,positive
1713,liburan yang menyenangkan bersama keluarga pemandangan dan suasana nya oke,positive
1714,liburan yang sempurna dan cocok buat bawa keluarga tidak berisik dan tidak polusi insyaallah kembali lagi pelayanannya juara ramah semoga bisa dipertahankan dan lebih dan lebih baik lagi,positive
1715,lingkungan alam yang tenang hotel sangat luas tapi room cuma sedikit jadi banyak space untuk kolam ikan bisa langsung kasih makan ikan dari balkon belakang sangat menyenangkan pelayanan juga ramah,positive
1716,lingkungan asri membuat nyaman menginap yang paling mengesankan free mancing bawal monster,positive
1717,lingkungan asri dan sangat nyaman enak untuk merenung,positive
1718,lingkungan buatan yang indah tenang dan nyaman,positive
1719,lingkungan sangat cocok untuk keluarga dan orang orang yang menyukai alam kenalkan untuk mereka yang ingin beristirahat sejenak untuk kota tapi tidak bagi yang ingin berwisata keliling kota hanya karena kamarnya terletak cukup jauh dari lobi dan tidak ada kendaraan yang diperbolehkan masuk kecuali kendaraan listrik hotel,positive
1720,lingkungan yang bagus untuk tinggal tapi makanan hanya biasa dan tidak lengkap,positive
1721,lokasi adalah sedikit jauh dari pusat kota,positive
1722,lokasi agak jauh dari pusat kota tenang nyaman dan sejuk saya ambil kamar premier lake pemandangan kamarnya luas aktivitas memberi makan ikan dari teras belakang kamar adalah yang paling seru buat anak anak menu sarapan sangat bervariasi dan semuanya enak ketika saya bilang mau cek out lebih awal saya disiapkan makanan di box nasi goreng dan pastry semuanya enak satu kekurangan secara keseluruhan saya puas menginap di sini,positive
1723,lokasi agak masuk kawasan hotel ok banget seperti di bali check in check out cepat akan balik lagi kesana,positive
1724,lokasi jauh dari keramaian sangat nyaman untuk diskusi yang butuh ketenangan saya akan datang lagi untuk liburan keluarga,positive
1725,lokasi menarik sangat nyaman dan memuaskan,positive
1726,lokasi mudah dicari cukup ikuti google map begitu sampai dan melihat tempatnya bagus banget luas dan menyenangkan staf ramah sarapan juga banyak banget variasinya rasa juga enak kolam renang bersih,positive
1727,lokasi nyaman jauh dari kebisingan pemandangan dari kamar bagus langsung menghadap kolam,positive
1728,lokasi strategis nyaman jauh dari kebisingan kota tempat yang nyaman untuk refresing sangat memuaskan pelayanan staf nya,positive
1729,lokasi tenang dekat dengan alam kamar yang luas pelayanan memuaskan sarapan banyak pilihan kedepan jika ke jogja lagi kepengen menginap lagi di westlake,positive
1730,lokasi terletak dipinggir jogja dengan lingkungan yang masih asri hotel sangat cocok untuk liburan dengan pasangan bahkan dengan keluargapun sangat cocok hotel sangat nyaman dengan design yang bagus,positive
1731,lokasi untuk istirahat jempolan pokoknya,positive
1732,lokasi kebersihan palayanan kamar hotel semuanya memuaskan sarapan sangat baik pilihan makanan banyak dan enak sangat baik,positive
1733,luar biasa tempat yang sangat nyaman untuk beristirahat dari lelahnya beraktifitas pesan kamar dengan pemandangan ke danau membuat saya betah berlama lama di dalam kamar lain kali kalau ke jogja lagi pasti menyempatkan menginap disini,positive
1734,luar biasa dan menyenangkan mungkin akan datang kesana lagi,positive
1735,luar biasa lokasinya cocok untuk liburan keluarga,positive
1736,luar biasa pelayanan mantap lokasi mantap jauh dari kebisingan kota tapi mudah dan cepat diakses di ringroad barat jogja hotelnya bagus pemandangannya bagus udaranya segar danaunya cantik pokoknya harga nya juga ramah di kantong saya bakal balik lagi kesini,positive
1737,luar biasa pengalaman menginap berpadu dengan pemandangan keramahan menu dan fasilitas kamar benar benar menyenangkan,positive
1738,luar biasa karyawannya ramah ramah banget apalagi yang namanya mas brian jadi serasa di rumah sendiri,positive
1739,luar biasa sangat menyenangkan disini seperti hidden paradise nya jogja pelayanan dari awal check in sampai pulang sangat memuaskan kamarnya nyaman pemandangan nya subhanallah relaxing banget,positive
1740,makanan yang baik layanan yang bagus staf yang ramah bagus dan luas ruang,positive
1741,makanan yang baik tampilan hari dan malam sangat dingin dan pelayanan yang baik,positive
1742,makanan yang sangat variatif dan sangat enak saya dan suami sangat senang,positive
1743,makanannya sangat bervariasi tetapi saya lebih suka makanan pada hari pertama nasi goreng sotonya enak,positive
1744,makanannya semua enak tempat fasilitas dan pelayanannya sangat ok,positive
1745,makanannya top markotop pemandangannya bagus banget pelayanannya bagus ramah,positive
1746,mantab recommended patut balik lagi,positive
1747,mantap untuk liburan keluarga lain kali ingin kesini lagi,positive
1748,mantap pelayanan bagus tidak kecewa,positive
1749,maunya tak keluar hotel betah di kamar manghadap danau fasilitas lengkap tempat makan menu sarapan kolam renang semuanyaa keren pelayanan juga tak kalah fast respon salam untuk mas fajar driver buddy yang paling keren,positive
1750,melebihi kata nyaman sih kalau saya bilang suasana kebersihan makanan dan pelayanannya sangat luar biasa sudah masuk sini jadi males kemana mana kalau boleh saran sedikit di setiap kamar boleh dikasih tungku aromatherapy pasti aka lebih nyaman lagi,positive
1751,membersihkan kamar baik staf furnitur besar lain kali saya berkunjung ke jogja saya akan menginap di westlake dan makan malam di sekitar danau,positive
1752,memuaskan sesuai dengan kategori bintangnya suasana enak untuk istirahat kamar juga nyaman dan bersih sarapan banyak variasi makanan dan cita rasa top untuk penambahan voucher sarapan tidak terlalu mahal,positive
1753,memuaskan pelayanannya oke banget makanannya juga enak semua suasananya nyaman dan bagus banget buat liburan,positive
1754,memuaskan untuk liburan keluarga sangat cocok sekali kepingin lagi untuk menginap disana terimakasih atas pelayanan yang diberikan,positive
1755,menakjubkan hotel konsep staf yang ramah dan profesional tempat yang bagus untuk mengambil gambar dan sarapan sangat mengagumkan ditambah pemandangan danau memungkinkan kita memberi makan ikan hanya rb untuk membeli makanan ikan aku pasti kembali ke sini lagi,positive
1756,menarik dengan pemandangan danau buatannya,positive
1757,mencintai semua tentang hotel ini pasti akan kembali lagi,positive
1758,mengagumkan alam pelayanan yang baik,positive
1759,mengajak anak anak liburan dan menginap di westlake merupakan pilihan tepat anak anak sangat senang suasana nyaman dan tenang,positive
1760,menginap di sini menyenangkan pelayanan ramah anak anak dapat beraktivitas dengan udara bebas berenang bersepeda jalan jalan memberi makan ikan sarapan lumayan variatif ingin makan siang sambil mancing,positive
1761,menginap di sini sangat menyenangkan saya mengambil kamar yang di pinggir danau dan setiap pagi terdengar suara burung dan gemericik air danau memberi makan ikan sangat menyegarkan pikiran pelayanan memuaskan dan cepat sarapan juga sangat bervariasi sangat rekomendasi,positive
1762,menginap di westlake sungguh pengalaman yang luar biasa bagi liburan kami tempatnya indah pelayananannya ramah dan makanannya enak enak semoga liburan mendatang kalau menginap di westlake sudah ada area bermain maupun kolam untuk anak anak,positive
1763,menginap untuk liburan keluarga sangat memuaskan pelayanan yang ramah dan makanan yang memuaskan terimakasih,positive
1764,menginspirasi ingin balik lagi,positive
1765,menyenangkan dan cocok untuk liburan keluarga suka sama kolam renangnya dan dermaga di pinggir danau sayang naik kapalnya mahal semua staf sangat ramah,positive
1766,menyenangkan dan ingin kembali pada kesempatan berikutnya,positive
1767,menyenangkan dan semua pihak hotel ramah baik suasana hotel yang tenang dan nyaman,positive
1768,menyenangkan menginap disini anak saya betah nanti kalau kejogja balik lagi ksni sudah direquest anak dan suami keren deh,positive
1769,menyenangkan recommended untuk liburan keluarga,positive
1770,menyenangkan sekali bisa menginap disini pemandangan dan tempatnya bagus sekali kamarnya berada di depan danau makanannya juga bervariasi,positive
1771,menyenangkan sekali tempat yang unik cocok untuk liburan keluarga maupun liburan dengan pasangan,positive
1772,menyenangkan untuk liburan bersama keluarga dengan suasana berbeda dari hotel yang berada di kota agak kesulitan dengan cuma ada shower standing untuk memandikan anak kecil,positive
1773,menyenangkan kamar di upgrade ke lake pemandangan yang keren banget anak saya puas kasih makan ikan,positive
1774,menyenangkan terasa refresh dengan suasana dan segala sesuatu di dalamnya,positive
1775,menyenangkan warna lain suasana hotel di jogja nyaman banget,positive
1776,menyenangkan suasana tenang dan sangat rekomendasi,positive
1777,menyenangkan ada kolam ikan dibelakang kamar dan tenang sehingga dapat beristirahat dan liburan memuaskan,positive
1778,menyenangkan cocok buat liburan bersama keluarga terutama anak anak,positive
1779,menyenangkan puas rekomendasi banget dan serasa tenang pemandangannya oke,positive
1780,menyenangkan tempat yang bagus buat refreshing dengan lokasi tidak jauh dari kota anak anak senang memberi makan ikan langsung dari teras kamar yang mengarah ke danau,positive
1781,menyenangkan menu sarapan lebih variatif,positive
1782,menyenangkan tempatnya cocok untuk liburan keluarga,positive
1783,mereka mengupgrade tipe kamar saya ke kamar suite karena saya memesan kamar perdana dan semuanya penuh terima kasih westlake waktu saya untuk tinggal di sana masih mengagumkan,positive
1784,miliki banyak kegiatan di hotel terutama untuk keluarga yang membawa anak kita bisa makan ikan bersepeda memancing dan berenang dengan pemandangan danau anak anak saya bersenang senang di sini,positive
1785,mungkin suatu hari nanti saya akan kembali ke hotel ini,positive
1786,hotel terbaik di jogja pemandangan indah bisa keliling danau naik perahu memancing sewa sepeda kasih makan ikan ikan di danau air terjun buatan jadi pemandangan kamar kita,positive
1787,bagus kalo malem suasananya romantis apalagi dipinggir danau dan kolam renang kalau pagi segar banget bisa jogging sepedaan dan berenang cocok untuk keluarga dan anak anak sarapan enak,positive
1788,bagus tempatnya romantis pelayanannya bagus,positive
1789,nikmati menginap di hotel ini kita bisa tidur nyenyak dan rasa makanannya enak tetap bagus,positive
1790,nanti kalo ke yogya lagi mau ke westlake lagi ah kalo ke yogya sering ke westlake pelayanannya bagus ramah banget,positive
1791,nyaman banget buat liburan bawa keluarga pemandangannya bagus dan makanannya enak,positive
1792,nyaman banget makanan enak dan pemandangan ok super staf nya yang super ramah,positive
1793,nyaman banget pas banget yang bawa anak anak bisa main,positive
1794,nyaman banget tempatnya bagus instagramable banget kurangnya makanannya saja yang kurang enak tapi secara keseluruhan oke,positive
1795,nyaman beristirahat bersama keluarga,positive
1796,nyaman banget tempatnya mudah dijangkau dan suasananya tenang karena masuk ke dalam dari jalan raya paling suka sama danaunya karena kita bisa kasih makan ikan koi disana sarapan juga enak dan banyak variasinya,positive
1797,nyaman banget anak juga puas bermain bersama ikan disana pelayanannya juga baik makanannya enak rekomendasi banget buat yang mau liburan ke jogya,positive
1798,nyaman buat istirahat melepas penat,positive
1799,nyaman buat liburan bersama keluarga,positive
1800,nyaman dan bersih recommended deh selanjutnya saya akan berkunjung lagi kesana,positive
1801,nyaman dan seru untuk liburan keluarga anak anak senang kasih makan ikan dari kamar main sepeda cukup berkesan bagi anak anak untuk makanan kurang variatif selebihnya oke recommended,positive
1802,nyaman dengan konsep yang menurut saya saya rekomendasikan,positive
1803,nyaman enak rapi dan bersih cocok deh pokoknya menginap di the westlake,positive
1804,nyaman menyenangkan buat ajakin anak anak bermain dan berlibur minimal resiko saat liburan yogya yang rata rata ramai banget,positive
1805,nyaman sekali liburan yang menyenangkan,positive
1806,nyaman sekali menginap di sini layanan ok kamar ok apalagi pemandangan danaunya cocok sekali buat yang bawa anak bisa kasih makan ikan langsung dari kamar,positive
1807,nyaman suasananya tenang hijau adem,positive
1808,nyaman untuk keluarga dan romantis vacatiom,positive
1809,nyaman asri dan sangat recommended,positive
1810,nyaman bersih ramah masakannya enak,positive
1811,nyaman bersih ramah sangat memuaskan,positive
1812,nyaman bersih staf ramah tapi jauh dari mana mana,positive
1813,nyaman enak segar family friendly karena anak bisa kasih makan ikan,positive
1814,nyaman hangat asri dan mengesankan,positive
1815,nyaman indah masakan enak cocok untuk keluarga,positive
1816,nyaman jika cari tempat romantis recommended banget banyak spot foto sarapan juga banyak pilihannya,positive
1817,nyaman makanannya enak lain waktu insyallah menginap di the west lake bawa makanan buat ikan ikan,positive
1818,nyaman pelayanan yang ramah dari semua staf sarapan yang luar biasa,positive
1819,nyaman sejuk dan layanan yang ramah di setiap pengunjung yang hadir dengan tambahan hadirnya nuansa di samping danau yang menyejukan hati dan pikiran sisanya hanya memerlukan penambahan transportasi penjemputan sehingga tidak terlalu menunggu lama,positive
1820,nyaman suara air mengalir di belakang kamar membuat relax banget menu makanannya macem dan jauh dari keributan cocok buat yang ingin suasana tenang,positive
1821,nyaman tempatnya bagus ada danaunya makanya namanya westlake,positive
1822,nyaman tempatnya bagus makanannya enak,positive
1823,nyaman tenang dan makan pagi sangat variatif dan enak,positive
1824,nyaman tenang damai pas buat liburan bersama pasangan atau keluarga,positive
1825,nyaman tenang danaunya bagus staf ramah,positive
1826,nyaman tenang kalau bisa penerangan malam hari didekat danau ditambah terima kasih,positive
1827,nyaman bersih cocok untuk liburan keluarga,positive
1828,nyaman pelayanan ramah cocok buat keluarga ataupun pasangan yang ingin bulan madu,positive
1829,nyaman ramah dan okelah buat liburan keluarga,positive
1830,nyaman suka banget menginap disini suasana nya yang berbeda dengan hotel lainnya membuat tidak mau cepat pulang,positive
1831,nyaman enak cocok untuk liburan keluarga,positive
1832,ok dah semuanya dijaga saja biar tetap ok,positive
1833,ok untuk semua terimakasih selanjutnya pasti kembali,positive
1834,oke banget hanya kursi banget luar banyak semut dan kotor,positive
1835,oke pemandangan nya nyaman untuk keluarga,positive
1836,orang orang yang sangat baik baik hotel bagus makanan enak,positive
1837,outdoornya bagus kamarnya juga sesuai harganya bolehlah,positive
1838,secara keseluruhan bagus hanya saja proses check in lumayan lama,positive
1839,secara keseluruhan sangat memuaskan rekomendasi banget deh untuk holidey,positive
1840,secara keseluruhan sangat ok untuk liburan keluarga kekurangannya karena jauh dari kota saja,positive
1841,secara keseluruhan bagus tapi untuk family room malah pemandangannya kolam ikan bukan danaunya,positive
1842,secara keseluruhan memuaskan kamar yang bersih pemandangan bagus dan sarapan yang ok,positive
1843,secara keseluruhan menarik pelayanan baik pemandangan alami saya suka lihat ikan ikan yang begitu banyak dan jinak belum lagi suasana yang tenang itu semua membuat saya rileks satu saja kekurangannya kolam renang belum standar hotel bintang,positive
1844,secara keseluruhan oke makanan enak pemandangan dan kamar juga oke,positive
1845,secara keseluruhan suka banget sama hotel nya nyaman banget makanannya tapi kurang enak,positive
1846,pandangan baik tempat yang baik pelayanan yang baik,positive
1847,pasti akan datang lagi dengan lebih banyak anggota keluarga,positive
